image_path,description,pages,doc_sources
/content/images/20240903-bnpparibas-csr-presentation-2024_page11_img45.png,"L'image représente une scène simple et minimaliste. Elle montre une seule tige verte avec une feuille. La tige est fine et droite, et la feuille est de forme ovale avec une légère courbure. La tige et la feuille sont toutes deux de couleur verte, symbolisant probablement la vie végétale ou la croissance. Le fond de l'image est blanc, ce qui met en valeur la tige et la feuille vertes. Il n'y a pas d'autres éléments ou détails dans l'image, ce qui lui donne un aspect épuré et concentré sur la simplicité de la nature.",page11,20240903-bnpparibas-csr-presentation-2024
/content/images/bnp_paribas_2023_climate_report_page19_img3.png,"L'image est un diagramme de type treemap représentant les régions du monde qui sont en dessous de 2°C. Le titre ""Rest of the world: Below 2°C"" est affiché en haut.

Voici une description détaillée :

1. **Structure du Treemap** :
   - Le treemap est divisé en plusieurs rectangles de différentes tailles et couleurs.
   - Les rectangles représentent différentes régions du monde.

2. **Couleurs** :
   - Les couleurs utilisées dans le treemap sont principalement le rouge et le beige.
   - Les rectangles rouges indiquent probablement les régions qui sont en dessous de 2°C.
   - Les rectangles beiges représentent les régions qui ne sont pas en dessous de 2°C ou qui sont à la température cible.

3. **Disposition** :
   - Le plus grand rectangle rouge se trouve dans le coin supérieur droit, indiquant une grande région ou un ensemble de régions en dessous de 2°C.
   - Un autre rectangle rouge notable se trouve dans le coin inférieur droit.
   - Il y a plusieurs rectangles beiges de différentes tailles, indiquant diverses autres régions du monde.

4. **Interprétation** :
   - Le treemap semble visualiser des données climatiques, montrant quelles régions du monde sont en dessous de la température cible de 2°C.
   - Les régions rouges sont celles qui sont en dessous de cette température, tandis que les régions beiges ne le sont pas.

En résumé, l'image est une visualisation de données climatiques utilisant un treemap pour montrer quelles régions du monde sont en dessous de 2°C, avec des rectangles rouges indiquant ces régions et des rectangles beiges indiquant les autres régions.",page19,bnp_paribas_2023_climate_report
/content/images/20240903-bnpparibas-csr-presentation-2024_page26_img15.png,"L'image montre un texte avec le hashtag ""#UNEXPECTEDJOBS"" écrit en grandes lettres vertes sur un fond noir. Le texte semble être en majuscules et légèrement en italique. Le hashtag est probablement utilisé pour promouvoir ou attirer l'attention sur des emplois ou des carrières inattendues ou non conventionnelles. Le contraste élevé entre le texte vert vif et le fond sombre rend le message très visible et percutant.",page26,20240903-bnpparibas-csr-presentation-2024
/content/images/eib-group-2022-climate-bank-roadmap-progress-report_page29_img1.jpeg,"L'image présente les engagements et les résultats du Groupe Banque Européenne d'Investissement (BEI) en matière de climat, divisés en trois colonnes principales : ""Sorties du Groupe BEI"", ""Résultats du Groupe BEI"" et ""Engagements climatiques de la Banque et résultats des projets"".

### Sorties du Groupe BEI
Les sorties du Groupe BEI sont classées en quatre catégories :

1. Finance verte
   - Fournir des financements verts
   - Développer le marché des obligations vertes

2. Transition juste
   - Soutenir la transition juste
   - Prendre en compte l'équité sociale et la vulnérabilité dans les investissements climatiques

3. Application du cadre d'alignement de Paris
   - Appliquer le cadre d'alignement de Paris aux projets et contreparties
   - Évaluer et atténuer les risques liés au changement climatique dans le bilan

4. Responsabilité et application de cadres cohérents
   - Appliquer le cadre de finance durable de l'UE en ligne avec les meilleures pratiques bancaires
   - Déployer des politiques intégrées environnementales, climatiques et sociales, ainsi que des systèmes de gestion des risques et de reporting

### Résultats du Groupe BEI
Les résultats du Groupe BEI sont conçus pour atteindre trois objectifs principaux :

1. Soutenir les investissements verts
2. Soutenir les investissements qui atténuent les conséquences socioéconomiques de la transition et produisent un impact social positif
3. Soutenir les faibles émissions de gaz à effet de serre et le développement résilient au climat

### Engagements climatiques de la Banque et résultats des projets
Les engagements climatiques de la BEI et les résultats des projets sont détaillés en deux sections :

1. Contribution à l'accélération de la transition juste vers une économie à faible émission de carbone, résiliente au climat et durable sur le plan environnemental.

2. Contribution prouvée par les sorties et résultats des projets :
   - Renforcer la résilience au changement climatique
   - Rendre les bâtiments plus économes en énergie
   - Promouvoir les énergies propres
   - Encourager des transports plus intelligents et durables
   - Viser une industrie plus propre
   - Éliminer la pollution
   - Protéger la nature
   - Pratiquer une agriculture durable du champ à l'assiette
   - Favoriser des villes et des régions durables

Ces engagements et résultats visent à atteindre une économie durable et résiliente au climat, en se concentrant sur divers aspects de la durabilité environnementale et sociale.",page29,eib-group-2022-climate-bank-roadmap-progress-report
/content/images/20240903-bnpparibas-csr-presentation-2024_page10_img40.png,"L'image représente une scène simple et minimaliste. Au centre de l'image se trouve un cercle bleu. Le cercle est rempli d'une couleur bleue uniforme, sans aucun motif ou texture supplémentaire. Le fond de l'image est blanc, ce qui contraste fortement avec le cercle bleu, le faisant ressortir de manière proéminente. L'image ne contient aucun texte ni aucun autre objet. La position relative du cercle bleu est centrale, et il n'y a pas d'autres éléments pour comparer sa position. L'image est statique, sans aucune indication de mouvement ou d'action. En résumé, il s'agit d'une image simple avec un cercle bleu sur un fond blanc.",page10,20240903-bnpparibas-csr-presentation-2024
/content/images/20240903-bnpparibas-csr-presentation-2024_page21_img4.png,"L'image montre un petit œuf de couleur verte, placé sur un fond blanc. L'œuf semble être dessiné ou illustré de manière simple et stylisée. Il n'y a pas de détails supplémentaires ou de marques visibles sur l'œuf. L'image est très épurée, ne contenant que l'œuf vert et le fond blanc.",page21,20240903-bnpparibas-csr-presentation-2024
/content/images/20240903-bnpparibas-csr-presentation-2024_page29_img4.png,"L'image représentée semble être entièrement noire et ne contient aucun élément visuel ou détail discernable. C'est une image vide sans contenu visible. Si vous avez besoin d'une description pour une autre image ou si vous avez des questions spécifiques, n'hésitez pas à les poser.",page29,20240903-bnpparibas-csr-presentation-2024
/content/images/20240903-bnpparibas-csr-presentation-2024_page7_img4.png,"L'image présente une scène simple mais intrigante. Dominant le centre de l'image se trouve un cercle noir. Il est difficile de déterminer la nature exacte de ce cercle - il pourrait être un point, un trou ou même une petite balle. Le fond est d'un blanc pur, offrant un contraste marqué avec le cercle noir. L'absence de tout autre élément ou texte dans l'image attire l'attention du spectateur directement sur le cercle, le rendant le point focal de la composition. L'image ne contient aucune action ou mouvement discernable, mais sa simplicité invite à l'interprétation et à la réflexion.",page7,20240903-bnpparibas-csr-presentation-2024
/content/images/20240903-bnpparibas-csr-presentation-2024_page10_img12.png,"L'image représente une icône simple et stylisée de l'application Facebook Messenger. L'icône est composée d'un fond bleu avec une silhouette blanche d'un éclair, symbolisant la rapidité et la communication instantanée. L'éclair est positionné au centre de l'icône, légèrement incliné vers la droite. Le design est minimaliste et facilement reconnaissable, typique des icônes d'applications modernes.",page10,20240903-bnpparibas-csr-presentation-2024
/content/images/20240903-bnpparibas-csr-presentation-2024_page3_img6.png,"L'image représente un symbole simple mais reconnaissable : un smiley. Voici une description détaillée :

1. **Forme** : Le symbole est circulaire, formant un cercle parfait.
2. **Visage** : À l'intérieur du cercle, il y a un visage stylisé.
   - **Yeux** : Deux points noirs sont positionnés symétriquement pour représenter les yeux.
   - **Bouche** : Une courbe inversée, également noire, représente la bouche, donnant l'impression d'un sourire.

Ce symbole est souvent utilisé pour exprimer le bonheur, la satisfaction ou une humeur positive. Il est largement reconnu dans la culture populaire et est fréquemment utilisé dans les communications écrites pour ajouter une touche d'émotion ou d'expression faciale.",page3,20240903-bnpparibas-csr-presentation-2024
/content/images/bnp_paribas_2023_climate_report_page17_img3.jpeg,"Cette image est un diagramme de Sankey qui montre la répartition des risques dans différentes catégories et la manière dont ces risques sont interconnectés. Voici une description détaillée :

### Catégories de Risques et Pourcentages

1. **Risques d'Affaires & Stratégiques (47,5%) :**
   - Prix du carbone ou taxe carbone (3,0%)
   - Performance énergétique / EPCs (2,0%)
   - Nouvelles régulations liées à l'ESG (4,0%)
   - Sanctions et taxes (5,7%)
   - Décisions politiques (10,0%)
   - Changements dans les attentes, habitudes ou comportements (9,0%)
   - Dommages à la réputation (9,9%)

2. **Risques de Crédit, de Contrepartie & de Règlement (23,8%) :**
   - Litiges, réclamations, procédures légales (6,5%)
   - Instabilité sociale (2,5%)
   - Migration des populations (0,5%)
   - Dommages ou destruction d'actifs physiques (8,9%)

3. **Risques de Marché (10,8%) :**
   - Augmentation de la volatilité ou changement des prix ou des valeurs (6,2%)
   - Baisse de la performance des actifs financiers (2,7%)

4. **Risques ALMT (1,4%) :**
   - Actifs immobilisés ou travailleurs (2,0%)
   - Perte d'opportunités commerciales (2,6%)

5. **Risques de Modèle d'Incertitude (0,1%) :**
   - Risques opérationnels - Modèle (0,1%)

6. **Risques Opérationnels - ICT (0,6%) :**
   - Nouvelles dépenses en capital (augmentation des coûts) (3,6%)
   - Interruption opérationnelle (chaîne d'approvisionnement) (1,9%)
   - Interruption des activités (1,2%)
   - Baisse de production (4,5%)
   - Baisse de productivité (2,0%)
   - Impact sur la richesse et/ou la solvabilité (1,1%)
   - Changement technologique lié à l'ESG (2,4%)
   - Coûts de transfert des risques et d'assurance/réassurance (2,4%)

7. **Risques de Structure Corporative (3,5%) :**
   - Risques opérationnels - Autres (3,5%)

8. **Risques de Régulation & de Surveillance (11,6%) :**
   - Risques d'assurance de souscription (0,2%)

### Flux de Risques

Les flux colorés montrent comment chaque type de risque est interconnecté à travers les différentes catégories. Par exemple :
- Les risques liés au prix du carbone et aux sanctions sont connectés aux risques stratégiques et d'affaires.
- Les dommages physiques et réputationnels sont connectés aux risques de crédit et de marché.
- Les risques opérationnels englobent plusieurs catégories telles que les interruptions de la chaîne d'approvisionnement et les baisses de production.

### Importance des Catégories

- **Risques d'Affaires & Stratégiques** sont les plus importants, représentant 47,5% du total.
- **Risques de Crédit, de Contrepartie & de Règlement** suivent avec 23,8%.
- **Risques de Marché** et **Risques de Régulation & de Surveillance** sont également significatifs avec respectivement 10,8% et 11,6%.
- Les autres catégories comme les risques ALMT, les risques de modèle d'incertitude et les risques d'assurance de souscription sont moins représentés.

Ce diagramme offre une vue d'ensemble des différents types de risques auxquels une organisation peut être confrontée et comment ces risques se croisent et se chevauchent dans diverses catégories.",page17,bnp_paribas_2023_climate_report
/content/images/20240903-bnpparibas-csr-presentation-2024_page8_img2.png,"L'image affiche le logo de BNP Paribas. Le logo se compose de deux éléments principaux :

1. **Le symbole** : À gauche, il y a un emblème vert en forme de carré avec des coins arrondis. Ce carré contient quatre étoiles stylisées blanches orientées dans différentes directions, symbolisant la diversité et l'expansion.

2. **Le texte** : À droite du symbole, en caractères gris, se trouve le nom ""BNP PARIBAS"" écrit en majuscules.

Le fond de l'image est noir, ce qui permet aux éléments verts et gris de bien ressortir. Le logo représente l'identité de la banque et de ses services financiers.",page8,20240903-bnpparibas-csr-presentation-2024
/content/images/20240903-bnpparibas-csr-presentation-2024_page11_img33.png,"L'image représente un logo ou une icône qui semble être associé à un service ou une application. Voici une description détaillée :

1. **Forme et Couleur** :
   - Le logo est de forme carrée.
   - Il est principalement de couleur rouge.

2. **Éléments Internes** :
   - Au centre du carré, il y a une forme blanche qui ressemble à une flèche ou à un triangle pointant vers le haut. Cette forme blanche est légèrement inclinée vers la droite.
   - La forme blanche est entourée d'une bordure rouge, créant un contraste visuel distinct.

3. **Contexte** :
   - Le design est simple et moderne, souvent utilisé dans les icônes d'applications ou les logos de services numériques.
   - La flèche ou le triangle pointant vers le haut peut symboliser la progression, l'amélioration ou une action positive.

Ce type de logo est souvent utilisé pour des applications mobiles, des services en ligne ou des plateformes numériques, où la simplicité et la reconnaissance visuelle sont essentielles.",page11,20240903-bnpparibas-csr-presentation-2024
/content/images/20240903-bnpparibas-csr-presentation-2024_page29_img2.png,"L'image présente le logo de la banque BNP Paribas. Voici une description détaillée :

1. **Couleurs et Design** :
   - Le logo est composé d'un carré vert avec des coins arrondis, placé à gauche de l'image.
   - À l'intérieur de ce carré vert, il y a quatre étoiles blanches stylisées disposées en forme de cercle ou de spirale.
   - Le reste de l'image est principalement en noir ou en gris foncé.

2. **Texte** :
   - À droite du carré vert, le nom ""BNP PARIBAS"" est écrit en majuscules.
   - Le texte est en police sans-serif et de couleur gris foncé, se détachant sur le fond noir.

3. **Disposition** :
   - Le carré vert avec les étoiles est positionné à gauche, tandis que le texte ""BNP PARIBAS"" est centré à droite.
   - L'ensemble du design est équilibré et symétrique, donnant une impression de professionnalisme et de modernité.

Ce logo est emblématique de la banque BNP Paribas et est largement reconnu dans le secteur financier.",page29,20240903-bnpparibas-csr-presentation-2024
/content/images/bnp_paribas_2023_climate_report_page24_img1.jpeg,"Cette image représente un arbre dans différentes saisons de l'année, illustrant les changements cycliques de la nature. L'arbre est divisé en quatre parties distinctes, chacune symbolisant une saison différente.

1. **Partie gauche (Printemps)** :
   - L'arbre est couvert de feuilles vertes éclatantes, symbolisant le renouveau et la croissance.
   - Le ciel est bleu clair, indiquant une météo douce et agréable.
   - Le sol est d'un vert vif, suggérant la présence de jeunes pousses et de végétation.

2. **Partie centrale supérieure (Été)** :
   - L'arbre a des feuilles vertes denses et luxuriantes, représentant la pleine croissance et la maturation.
   - Le ciel est d'un bleu plus profond, symbolisant des journées ensoleillées et chaudes.
   - Le sol est d'un vert plus foncé, indiquant une végétation mature.

3. **Partie centrale inférieure (Automne)** :
   - L'arbre commence à perdre ses feuilles, qui sont de couleurs automnales comme le jaune et le brun.
   - Le ciel est d'un jaune chaud, évoquant les couleurs de l'automne.
   - Le sol est d'un brun terreux, symbolisant les feuilles tombées et la préparation pour l'hiver.

4. **Partie droite (Hiver)** :
   - L'arbre est dénudé, sans feuilles, représentant la dormance et le repos.
   - Le ciel est d'un blanc-gris, symbolisant des journées froides et nuageuses.
   - Le sol est blanc, indiquant la présence de neige.

Globalement, cette image illustre de manière poétique et visuelle le cycle de vie d'un arbre au fil des saisons, mettant en lumière les transformations et les adaptations de la nature.",page24,bnp_paribas_2023_climate_report
/content/images/20240903-bnpparibas-csr-presentation-2024_page10_img36.png,"L'image représente la visualisation d'une fonction mathématique en 3 dimensions. Voici une description détaillée :

1. **Axes** :
   - Il y a trois axes visibles : l'axe des x (horizontal en perspective), l'axe des y (horizontal en perspective) et l'axe des z (vertical).
   - Les axes sont probablement gradués avec des valeurs numériques, mais les graduations ne sont pas clairement visibles sur l'image.

2. **Surface** :
   - La surface est une représentation tridimensionnelle d'une fonction mathématique.
   - La surface semble être une paraboloïde hyperbolique, caractérisée par des formes en selle avec des points hauts et bas.
   - La couleur de la surface varie, probablement pour indiquer les différentes hauteurs ou valeurs de la fonction.

3. **Couleurs** :
   - Les couleurs utilisées sur la surface vont du bleu au rouge, en passant par le vert et le jaune.
   - Ces couleurs sont généralement utilisées pour représenter les valeurs de la fonction, avec le bleu indiquant les valeurs les plus basses et le rouge les valeurs les plus élevées.

4. **Perspective** :
   - La perspective est en 3D, permettant de visualiser la forme de la surface dans l'espace.
   - La vue semble être légèrement inclinée, offrant une vue en perspective de la surface.

5. **Utilisation** :
   - Ce type de graphique est souvent utilisé en mathématiques, en physique et en ingénierie pour visualiser des fonctions à deux variables.
   - Il permet de comprendre la forme et le comportement de la fonction dans l'espace tridimensionnel.

En résumé, l'image est une représentation graphique en 3 dimensions d'une fonction mathématique, probablement une paraboloïde hyperbolique, avec des couleurs utilisées pour indiquer les différentes valeurs de la fonction.",page10,20240903-bnpparibas-csr-presentation-2024
/content/images/bnp_paribas_2023_climate_report_page1_img1.jpeg,"L'image présente un logo sur un fond noir. Le logo est un carré vert avec des angles légèrement arrondis. À l'intérieur du carré, il y a trois formes blanches stylisées qui ressemblent à des oiseaux en vol, disposées en cercle. Les oiseaux sont orientés de manière à donner une impression de mouvement circulaire. Le design est simple et épuré, utilisant un contraste de couleurs vives pour attirer l'attention.",page1,bnp_paribas_2023_climate_report
/content/images/20240903-bnpparibas-csr-presentation-2024_page28_img4.png,"L'image représente une forme géométrique simple : un cercle. Le cercle est de couleur rouge et est rempli de manière uniforme, sans contour visible. Il est centré dans l'image et ne contient aucun autre élément ou détail. Le cercle est l'unique objet de l'image, et il n'y a pas de texte ou d'autres formes présentes. L'arrière-plan est blanc, ce qui contraste avec la couleur rouge du cercle, le mettant en valeur de manière distincte.",page28,20240903-bnpparibas-csr-presentation-2024
/content/images/20240903-bnpparibas-csr-presentation-2024_page19_img1.png,"L'image contient du texte écrit en anglais qui dit : « The bank for a changing world ». Cela signifie en français « La banque pour un monde en mutation ». Le texte est affiché en blanc sur un fond noir. Au-dessus du texte, il y a de petits points blancs qui semblent former un cercle partiel. Ces points donnent une impression de mouvement ou de rotation autour du texte. L'ensemble de l'image semble faire partie d'une campagne publicitaire ou d'un slogan promotionnel pour une institution bancaire.",page19,20240903-bnpparibas-csr-presentation-2024
/content/images/20240903-bnpparibas-csr-presentation-2024_page10_img42.png,"L'image représente un logo ou un emblème en forme de triangle. À l'intérieur de ce triangle, il y a une série de cercles de différentes tailles et couleurs, disposés en motif de grille. Les cercles sont de couleur noire, rouge et blanche. Le motif semble être symétrique et organisé de manière régulière. Le design est simple mais distinctif, et il pourrait être associé à une marque, une organisation ou une idée spécifique.",page10,20240903-bnpparibas-csr-presentation-2024
/content/images/20240903-bnpparibas-csr-presentation-2024_page19_img5.png,"L'image représente un smiley classique, également connu sous le nom de visage souriant. Ce smiley est un symbole mondialement reconnu utilisé pour représenter la joie, le bonheur ou l'approbation. Voici quelques détails concernant l'image :

1. **Forme** : Le smiley est composé d'un cercle jaune.
2. **Expression** : Il porte un sourire formé par une simple courbe noire.
3. **Yeux** : Il a deux petits cercles noirs pour les yeux, l'un situé légèrement plus haut que l'autre, donnant une apparence de regard légèrement oblique.

Ce type de smiley est souvent utilisé dans les messages textuels ou les émoticônes pour ajouter une touche de positivité ou pour exprimer un sentiment de contentement.",page19,20240903-bnpparibas-csr-presentation-2024
/content/images/20240903-bnpparibas-csr-presentation-2024_page5_img1.png,"L'image contient un texte en anglais écrit en noir sur un fond blanc. Le texte dit ""The bank for a changing world"", ce qui se traduit en français par ""La banque pour un monde en mutation"". Les mots ""The bank"" sont en police plus grande et en gras, tandis que les mots ""for a changing world"" sont en police plus petite et en italique. Le texte semble être une sorte de slogan ou de devise, probablement d'une institution bancaire.",page5,20240903-bnpparibas-csr-presentation-2024
/content/images/20240903-bnpparibas-csr-presentation-2024_page10_img46.png,"L'image présente un logo pour l'Académie de la Durabilité. Voici une description détaillée :

1. **Forme et Couleur de Fond** :
   - Le logo est circulaire.
   - La partie supérieure du cercle est verte, tandis que la partie inférieure est bleue, créant un dégradé de couleurs.

2. **Éléments Graphiques** :
   - Au centre du cercle, il y a une illustration stylisée de deux mains ouvertes. Les mains sont représentées en blanc et semblent tenir ou protéger quelque chose.
   - Entre les deux mains, il y a trois éléments supplémentaires : une feuille d'arbre, une goutte d'eau et un élément qui pourrait représenter une flamme ou une étincelle. Ces éléments sont également en blanc.

3. **Texte** :
   - En dessous du cercle, le texte ""SUSTAINABILITY ACADEMY"" est écrit en lettres majuscules blanches. Le mot ""SUSTAINABILITY"" est en vert et ""ACADEMY"" est en bleu, correspondant aux couleurs du cercle.

Le logo utilise des éléments visuels et des couleurs pour symboliser la durabilité, la nature et l'éducation, reflétant ainsi la mission et les valeurs de l'Académie de la Durabilité.",page10,20240903-bnpparibas-csr-presentation-2024
